trip_id,arrival_time,departure_time,start_pickup_drop_off_window,end_pickup_drop_off_window,stop_id,stop_sequence,pickup_type,drop_off_type,local_zone_id,stop_headsign,timepoint,pickup_booking_rule_id,drop_off_booking_rule_id
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467826_1,05:54:00,05:54:00,,,IDFM:22224,13,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467826_1,05:56:00,05:56:00,,,IDFM:22218,14,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467826_1,05:58:00,05:58:00,,,IDFM:22225,15,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467826_1,05:59:00,05:59:00,,,IDFM:22129,16,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467826_1,06:00:00,06:00:00,,,IDFM:22227,17,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467826_1,06:02:00,06:02:00,,,IDFM:22231,18,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467826_1,06:04:00,06:04:00,,,IDFM:22219,19,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467826_1,06:06:00,06:06:00,,,IDFM:22238,20,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467826_1,06:08:00,06:08:00,,,IDFM:22234,21,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467826_1,06:10:00,06:10:00,,,IDFM:22232,22,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467826_1,06:12:00,06:12:00,,,IDFM:22233,23,1,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467826_3,05:51:00,05:51:00,,,IDFM:22237,0,0,1,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467826_3,05:53:00,05:53:00,,,IDFM:463214,1,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467826_3,05:54:00,05:54:00,,,IDFM:463213,2,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467826_3,05:56:00,05:56:00,,,IDFM:463260,3,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467826_3,05:58:00,05:58:00,,,IDFM:463085,4,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467826_3,05:59:00,05:59:00,,,IDFM:22222,5,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467826_3,06:00:00,06:00:00,,,IDFM:22230,6,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467826_3,06:02:00,06:02:00,,,IDFM:22157,7,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467826_3,06:03:00,06:03:00,,,IDFM:22229,8,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467826_3,06:04:00,06:04:00,,,IDFM:22217,9,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467826_3,06:06:00,06:06:00,,,IDFM:22226,10,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467826_3,06:07:00,06:07:00,,,IDFM:463198,11,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467826_3,06:09:00,06:09:00,,,IDFM:22093,12,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467826_3,06:10:00,06:10:00,,,IDFM:22224,13,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467826_3,06:12:00,06:12:00,,,IDFM:22218,14,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467826_3,06:14:00,06:14:00,,,IDFM:22225,15,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467826_3,06:15:00,06:15:00,,,IDFM:22129,16,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467826_3,06:16:00,06:16:00,,,IDFM:22227,17,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467826_3,06:18:00,06:18:00,,,IDFM:22231,18,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467826_3,06:20:00,06:20:00,,,IDFM:22219,19,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467826_3,06:22:00,06:22:00,,,IDFM:22238,20,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467826_3,06:24:00,06:24:00,,,IDFM:22234,21,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467826_3,06:26:00,06:26:00,,,IDFM:22232,22,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467826_3,06:28:00,06:28:00,,,IDFM:22233,23,1,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467826_4,05:59:00,05:59:00,,,IDFM:22237,0,0,1,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467826_4,06:01:00,06:01:00,,,IDFM:463214,1,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467826_4,06:02:00,06:02:00,,,IDFM:463213,2,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467826_4,06:04:00,06:04:00,,,IDFM:463260,3,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467826_4,06:06:00,06:06:00,,,IDFM:463085,4,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467826_4,06:07:00,06:07:00,,,IDFM:22222,5,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467826_4,06:08:00,06:08:00,,,IDFM:22230,6,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467826_4,06:10:00,06:10:00,,,IDFM:22157,7,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467826_4,06:11:00,06:11:00,,,IDFM:22229,8,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467826_4,06:12:00,06:12:00,,,IDFM:22217,9,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467826_4,06:14:00,06:14:00,,,IDFM:22226,10,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467826_4,06:15:00,06:15:00,,,IDFM:463198,11,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467826_4,06:17:00,06:17:00,,,IDFM:22093,12,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467826_4,06:18:00,06:18:00,,,IDFM:22224,13,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467826_4,06:20:00,06:20:00,,,IDFM:22218,14,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467826_4,06:22:00,06:22:00,,,IDFM:22225,15,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467826_4,06:23:00,06:23:00,,,IDFM:22129,16,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467826_4,06:24:00,06:24:00,,,IDFM:22227,17,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467826_4,06:26:00,06:26:00,,,IDFM:22231,18,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467826_4,06:28:00,06:28:00,,,IDFM:22219,19,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467826_4,06:30:00,06:30:00,,,IDFM:22238,20,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467826_4,06:32:00,06:32:00,,,IDFM:22234,21,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467826_4,06:34:00,06:34:00,,,IDFM:22232,22,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467826_4,06:36:00,06:36:00,,,IDFM:22233,23,1,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467829_2,05:38:00,05:38:00,,,IDFM:463109,0,0,1,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467829_2,05:39:00,05:39:00,,,IDFM:463207,1,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467829_2,05:41:00,05:41:00,,,IDFM:462953,2,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467829_2,05:43:00,05:43:00,,,IDFM:463086,3,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467829_2,05:46:00,05:46:00,,,IDFM:463278,4,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467829_2,05:47:00,05:47:00,,,IDFM:462978,5,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467829_2,05:49:00,05:49:00,,,IDFM:462975,6,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467829_2,05:50:00,05:50:00,,,IDFM:463253,7,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467829_2,05:52:00,05:52:00,,,IDFM:463066,8,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467829_2,05:53:00,05:53:00,,,IDFM:462970,9,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467829_2,05:56:00,05:56:00,,,IDFM:474397,10,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467829_2,05:58:00,05:58:00,,,IDFM:463011,11,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467829_2,06:00:00,06:00:00,,,IDFM:22185,12,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467829_2,06:01:00,06:01:00,,,IDFM:463320,13,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467829_2,06:02:00,06:02:00,,,IDFM:463303,14,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467829_2,06:03:00,06:03:00,,,IDFM:463083,15,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467829_2,06:05:00,06:05:00,,,IDFM:462954,16,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467829_2,06:06:00,06:06:00,,,IDFM:463184,17,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467829_2,06:08:00,06:08:00,,,IDFM:463229,18,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467829_2,06:09:00,06:09:00,,,IDFM:22223,19,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467829_2,06:11:00,06:11:00,,,IDFM:22221,20,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467829_2,06:12:00,06:12:00,,,IDFM:22235,21,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467829_2,06:14:00,06:14:00,,,IDFM:22236,22,0,0,,,1,,
IDFM:RATP:151076-C01383-COU_RATP_5101530_2467829_2,06:16:00,06:16:00,,,IDFM:463087,23,1,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120307_2467827_131,22:39:00,22:39:00,,,IDFM:22237,0,0,1,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120307_2467827_131,22:41:00,22:41:00,,,IDFM:463214,1,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120307_2467827_131,22:42:00,22:42:00,,,IDFM:463213,2,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120307_2467827_131,22:44:00,22:44:00,,,IDFM:463260,3,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120307_2467827_131,22:45:00,22:45:00,,,IDFM:463085,4,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120307_2467827_131,22:47:00,22:47:00,,,IDFM:22222,5,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120307_2467827_131,22:48:00,22:48:00,,,IDFM:22230,6,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120307_2467827_131,22:49:00,22:49:00,,,IDFM:22157,7,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120307_2467827_131,22:51:00,22:51:00,,,IDFM:22229,8,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120307_2467827_131,22:52:00,22:52:00,,,IDFM:22217,9,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120307_2467827_131,22:53:00,22:53:00,,,IDFM:22226,10,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120307_2467827_131,22:54:00,22:54:00,,,IDFM:463198,11,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120307_2467827_131,22:56:00,22:56:00,,,IDFM:22093,12,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120307_2467827_131,22:57:00,22:57:00,,,IDFM:22224,13,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120307_2467827_131,22:59:00,22:59:00,,,IDFM:22218,14,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120307_2467827_131,23:01:00,23:01:00,,,IDFM:22225,15,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120307_2467827_131,23:02:00,23:02:00,,,IDFM:22129,16,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120307_2467827_131,23:03:00,23:03:00,,,IDFM:22227,17,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120307_2467827_131,23:05:00,23:05:00,,,IDFM:462952,18,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120307_2467827_131,23:06:00,23:06:00,,,IDFM:22220,19,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120307_2467827_131,23:08:00,23:08:00,,,IDFM:22244,20,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120307_2467827_131,23:10:00,23:10:00,,,IDFM:463212,21,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120307_2467827_131,23:11:00,23:11:00,,,IDFM:462976,22,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120307_2467827_131,23:14:00,23:14:00,,,IDFM:22241,23,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120307_2467827_131,23:15:00,23:15:00,,,IDFM:463126,24,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120307_2467827_131,23:17:00,23:17:00,,,IDFM:463302,25,1,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467829_84,11:25:00,11:25:00,,,IDFM:463109,0,0,1,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467829_84,11:26:00,11:26:00,,,IDFM:463207,1,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467829_84,11:28:00,11:28:00,,,IDFM:462953,2,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467829_84,11:31:00,11:31:00,,,IDFM:463086,3,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467829_84,11:33:00,11:33:00,,,IDFM:463278,4,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467829_84,11:34:00,11:34:00,,,IDFM:462978,5,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467829_84,11:36:00,11:36:00,,,IDFM:462975,6,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467829_84,11:37:00,11:37:00,,,IDFM:463253,7,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467829_84,11:39:00,11:39:00,,,IDFM:463066,8,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467829_84,11:40:00,11:40:00,,,IDFM:462970,9,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467829_84,11:43:00,11:43:00,,,IDFM:474397,10,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467829_84,11:44:00,11:44:00,,,IDFM:463011,11,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467829_84,11:46:00,11:46:00,,,IDFM:22185,12,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467829_84,11:47:00,11:47:00,,,IDFM:463320,13,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467829_84,11:48:00,11:48:00,,,IDFM:463303,14,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467829_84,11:50:00,11:50:00,,,IDFM:463083,15,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467829_84,11:51:00,11:51:00,,,IDFM:462954,16,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467829_84,11:53:00,11:53:00,,,IDFM:463184,17,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467829_84,11:54:00,11:54:00,,,IDFM:463229,18,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467829_84,11:55:00,11:55:00,,,IDFM:22223,19,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467829_84,11:57:00,11:57:00,,,IDFM:22221,20,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467829_84,11:58:00,11:58:00,,,IDFM:22235,21,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467829_84,12:00:00,12:00:00,,,IDFM:22236,22,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467829_84,12:01:00,12:01:00,,,IDFM:463087,23,1,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467829_92,12:12:00,12:12:00,,,IDFM:463109,0,0,1,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467829_92,12:13:00,12:13:00,,,IDFM:463207,1,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467829_92,12:15:00,12:15:00,,,IDFM:462953,2,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467829_92,12:17:00,12:17:00,,,IDFM:463086,3,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467829_92,12:20:00,12:20:00,,,IDFM:463278,4,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467829_92,12:21:00,12:21:00,,,IDFM:462978,5,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467829_92,12:23:00,12:23:00,,,IDFM:462975,6,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467829_92,12:24:00,12:24:00,,,IDFM:463253,7,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467829_92,12:25:00,12:25:00,,,IDFM:463066,8,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467829_92,12:27:00,12:27:00,,,IDFM:462970,9,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467829_92,12:29:00,12:29:00,,,IDFM:474397,10,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467829_92,12:31:00,12:31:00,,,IDFM:463011,11,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467829_92,12:33:00,12:33:00,,,IDFM:22185,12,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467829_92,12:34:00,12:34:00,,,IDFM:463320,13,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467829_92,12:35:00,12:35:00,,,IDFM:463303,14,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467829_92,12:36:00,12:36:00,,,IDFM:463083,15,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467829_92,12:38:00,12:38:00,,,IDFM:462954,16,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467829_92,12:39:00,12:39:00,,,IDFM:463184,17,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467829_92,12:41:00,12:41:00,,,IDFM:463229,18,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467829_92,12:42:00,12:42:00,,,IDFM:22223,19,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467829_92,12:43:00,12:43:00,,,IDFM:22221,20,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467829_92,12:45:00,12:45:00,,,IDFM:22235,21,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467829_92,12:47:00,12:47:00,,,IDFM:22236,22,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467829_92,12:48:00,12:48:00,,,IDFM:463087,23,1,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467826_116,14:40:00,14:40:00,,,IDFM:22237,0,0,1,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467826_116,14:41:00,14:41:00,,,IDFM:463214,1,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467826_116,14:43:00,14:43:00,,,IDFM:463213,2,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467826_116,14:45:00,14:45:00,,,IDFM:463260,3,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467826_116,14:46:00,14:46:00,,,IDFM:463085,4,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467826_116,14:47:00,14:47:00,,,IDFM:22222,5,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467826_116,14:49:00,14:49:00,,,IDFM:22230,6,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467826_116,14:50:00,14:50:00,,,IDFM:22157,7,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467826_116,14:52:00,14:52:00,,,IDFM:22229,8,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467826_116,14:53:00,14:53:00,,,IDFM:22217,9,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467826_116,14:54:00,14:54:00,,,IDFM:22226,10,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467826_116,14:55:00,14:55:00,,,IDFM:463198,11,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467826_116,14:57:00,14:57:00,,,IDFM:22093,12,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467826_116,14:59:00,14:59:00,,,IDFM:22224,13,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467826_116,15:01:00,15:01:00,,,IDFM:22218,14,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467826_116,15:02:00,15:02:00,,,IDFM:22225,15,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467826_116,15:04:00,15:04:00,,,IDFM:22129,16,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467826_116,15:05:00,15:05:00,,,IDFM:22227,17,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467826_116,15:07:00,15:07:00,,,IDFM:22231,18,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467826_116,15:08:00,15:08:00,,,IDFM:22219,19,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467826_116,15:10:00,15:10:00,,,IDFM:22238,20,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467826_116,15:13:00,15:13:00,,,IDFM:22234,21,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467826_116,15:15:00,15:15:00,,,IDFM:22232,22,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467826_116,15:16:00,15:16:00,,,IDFM:22233,23,1,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467827_106,13:40:00,13:40:00,,,IDFM:22237,0,0,1,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467827_106,13:41:00,13:41:00,,,IDFM:463214,1,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467827_106,13:43:00,13:43:00,,,IDFM:463213,2,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467827_106,13:45:00,13:45:00,,,IDFM:463260,3,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467827_106,13:46:00,13:46:00,,,IDFM:463085,4,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467827_106,13:47:00,13:47:00,,,IDFM:22222,5,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467827_106,13:49:00,13:49:00,,,IDFM:22230,6,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467827_106,13:50:00,13:50:00,,,IDFM:22157,7,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467827_106,13:52:00,13:52:00,,,IDFM:22229,8,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467827_106,13:53:00,13:53:00,,,IDFM:22217,9,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467827_106,13:54:00,13:54:00,,,IDFM:22226,10,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467827_106,13:55:00,13:55:00,,,IDFM:463198,11,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467827_106,13:57:00,13:57:00,,,IDFM:22093,12,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467827_106,13:59:00,13:59:00,,,IDFM:22224,13,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467827_106,14:01:00,14:01:00,,,IDFM:22218,14,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467827_106,14:02:00,14:02:00,,,IDFM:22225,15,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467827_106,14:04:00,14:04:00,,,IDFM:22129,16,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467827_106,14:05:00,14:05:00,,,IDFM:22227,17,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467827_106,14:07:00,14:07:00,,,IDFM:462952,18,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467827_106,14:08:00,14:08:00,,,IDFM:22220,19,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467827_106,14:10:00,14:10:00,,,IDFM:22244,20,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467827_106,14:11:00,14:11:00,,,IDFM:463212,21,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467827_106,14:13:00,14:13:00,,,IDFM:462976,22,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467827_106,14:16:00,14:16:00,,,IDFM:22241,23,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467827_106,14:17:00,14:17:00,,,IDFM:463126,24,0,0,,,1,,
IDFM:RATP:178016-C01383-COU_RATP_5120308_2467827_106,14:19:00,14:19:00,,,IDFM:463302,25,1,0,,,1,,
